8706     4
 
(0.1667409E-06, -0.5697883E-08)  (0.1668481E-06, 0.2510080E-08)  (0.1665533E-06, 0.1071199E-07)
(0.1658576E-06, 0.1888811E-07)  (0.1647629E-06, 0.2701878E-07)  (0.1632722E-06, 0.3508449E-07)
(0.1613891E-06, 0.4306591E-07)  (0.1591186E-06, 0.5094393E-07)  (0.1564664E-06, 0.5869972E-07)
(0.1534390E-06, 0.6631476E-07)  (0.1500440E-06, 0.7377092E-07)  (0.1462897E-06, 0.8105043E-07)
(0.1421854E-06, 0.8813601E-07)  (0.1377411E-06, 0.9501085E-07)  (0.1329677E-06, 0.1016587E-06)
(0.1278768E-06, 0.1080637E-06)  (0.1224808E-06, 0.1142109E-06)  (0.1167927E-06, 0.1200858E-06)
(0.1108264E-06, 0.1256745E-06)  (0.1045961E-06, 0.1309639E-06)  (0.9811687E-07, 0.1359416E-06)
(0.9140436E-07, 0.1405961E-06)  (0.8447464E-07, 0.1449165E-06)  (0.7734432E-07, 0.1488927E-06)
(0.7003045E-07, 0.1525156E-06)  (0.6255051E-07, 0.1557768E-06)  (0.5492235E-07, 0.1586688E-06)
(0.4716412E-07, 0.1611851E-06)  (0.3929428E-07, 0.1633198E-06)  (0.3133152E-07, 0.1650684E-06)
(0.2329471E-07, 0.1664268E-06)  (0.1520290E-07, 0.1673923E-06)  (0.7075220E-08, 0.1679626E-06)
(-0.1069144E-08, 0.1681368E-06)  (-0.9210981E-08, 0.1679148E-06)  (-0.1733112E-07, 0.1672974E-06)
(-0.2541047E-07, 0.1662862E-06)  (-0.3343005E-07, 0.1648839E-06)  (-0.4137106E-07, 0.1630942E-06)
(-0.4921490E-07, 0.1609214E-06)  (-0.5694324E-07, 0.1583710E-06)  (-0.6453803E-07, 0.1554492E-06)
(-0.7198157E-07, 0.1521630E-06)  (-0.7925654E-07, 0.1485206E-06)  (-0.8634602E-07, 0.1445305E-06)
(-0.9323357E-07, 0.1402025E-06)  (-0.9990323E-07, 0.1355469E-06)  (-0.1063396E-06, 0.1305747E-06)
(-0.1125278E-06, 0.1252978E-06)  (-0.1184536E-06, 0.1197287E-06)  (-0.1241034E-06, 0.1138806E-06)
(-0.1294641E-06, 0.1077674E-06)  (-0.1345236E-06, 0.1014034E-06)  (-0.1392704E-06, 0.9480356E-07)
(-0.1436934E-06, 0.8798347E-07)  (-0.1477829E-06, 0.8095910E-07)  (-0.1515294E-06, 0.7374689E-07)
(-0.1549246E-06, 0.6636369E-07)  (-0.1579608E-06, 0.5882673E-07)  (-0.1606314E-06, 0.5115358E-07)
(-0.1629302E-06, 0.4336208E-07)  (-0.1648524E-06, 0.3547034E-07)  (-0.1663937E-06, 0.2749666E-07)
(-0.1675509E-06, 0.1945951E-07)  (-0.1683216E-06, 0.1137747E-07)  (-0.1687042E-06, 0.3269212E-08)
(-0.1686982E-06, -0.4846573E-08)  (-0.1683039E-06, -0.1295120E-07)  (-0.1675225E-06, -0.2102602E-07)
(-0.1663560E-06, -0.2905251E-07)  (-0.1648074E-06, -0.3701227E-07)  (-0.1628805E-06, -0.4488707E-07)
(-0.1605801E-06, -0.5265891E-07)  (-0.1579117E-06, -0.6031007E-07)  (-0.1548816E-06, -0.6782310E-07)
(-0.1514971E-06, -0.7518091E-07)  (-0.1477661E-06, -0.8236680E-07)  (-0.1436975E-06, -0.8936446E-07)
(-0.1393008E-06, -0.9615807E-07)  (-0.1345862E-06, -0.1027323E-06)  (-0.1295648E-06, -0.1090722E-06)
(-0.1242482E-06, -0.1151637E-06)  (-0.1186487E-06, -0.1209929E-06)  (-0.1127793E-06, -0.1265470E-06)
(-0.1066535E-06, -0.1318133E-06)  (-0.1002855E-06, -0.1367802E-06)  (-0.9368985E-07, -0.1414366E-06)
(-0.8688170E-07, -0.1457722E-06)  (-0.7987663E-07, -0.1497775E-06)  (-0.7269066E-07, -0.1534435E-06)
(-0.6534020E-07, -0.1567622E-06)  (-0.5784198E-07, -0.1597265E-06)  (-0.5021307E-07, -0.1623298E-06)
(-0.4247078E-07, -0.1645666E-06)  (-0.3463267E-07, -0.1664320E-06)  (-0.2671648E-07, -0.1679223E-06)
(-0.1874011E-07, -0.1690342E-06)  (-0.1072156E-07, -0.1697656E-06)  (-0.2678900E-08, -0.1701151E-06)
(0.5369777E-08, -0.1700823E-06)  (0.1340639E-07, -0.1696674E-06)  (0.2141290E-07, -0.1688718E-06)
(0.2937139E-07, -0.1676974E-06)  (0.3726406E-07, -0.1661472E-06)  (0.4507327E-07, -0.1642250E-06)
(0.5278163E-07, -0.1619354E-06)  (0.6037198E-07, -0.1592837E-06)  (0.6782744E-07, -0.1562761E-06)
(0.7513149E-07, -0.1529197E-06)  (0.8226794E-07, -0.1492222E-06)  (0.8922101E-07, -0.1451921E-06)
(0.9597537E-07, -0.1408386E-06)  (0.1025161E-06, -0.1361717E-06)  (0.1088289E-06, -0.1312020E-06)
(0.1148999E-06, -0.1259407E-06)  (0.1207157E-06, -0.1203999E-06)  (0.1262638E-06, -0.1145919E-06)
(0.1315319E-06, -0.1085299E-06)  (0.1365086E-06, -0.1022274E-06)  (0.1411832E-06, -0.9569876E-07)
(0.1455455E-06, -0.8895843E-07)  (0.1495862E-06, -0.8202151E-07)  (0.1532966E-06, -0.7490348E-07)
(0.1566687E-06, -0.6762017E-07)  (0.1596954E-06, -0.6018779E-07)  (0.1623703E-06, -0.5262282E-07)
(0.1646877E-06, -0.4494201E-07)  (0.1666430E-06, -0.3716236E-07)  (0.1682319E-06, -0.2930104E-07)
(0.1694514E-06, -0.2137538E-07)  (0.1702991E-06, -0.1340282E-07)  (0.1707734E-06, -0.5400874E-08)
(0.1708735E-06, 0.2612895E-08)  (0.1705996E-06, 0.1062094E-07)  (0.1699525E-06, 0.1860574E-07)
(0.1689339E-06, 0.2654988E-07)  (0.1675465E-06, 0.3443602E-07)  (0.1657934E-06, 0.4224702E-07)
(0.1636788E-06, 0.4996589E-07)  (0.1612076E-06, 0.5757590E-07)  (0.1583855E-06, 0.6506056E-07)
(0.1552188E-06, 0.7240370E-07)  (0.1517148E-06, 0.7958948E-07)  (0.1478814E-06, 0.8660240E-07)
(0.1437270E-06, 0.9342740E-07)  (0.1392611E-06, 0.1000498E-06)  (0.1344934E-06, 0.1064555E-06)
(0.1294346E-06, 0.1126307E-06)  (0.1240959E-06, 0.1185624E-06)  (0.1184890E-06, 0.1242377E-06)
(0.1126262E-06, 0.1296449E-06)  (0.1065204E-06, 0.1347722E-06)  (0.1001850E-06, 0.1396091E-06)
(0.9363381E-07, 0.1441451E-06)  (0.8688107E-07, 0.1483710E-06)  (0.7994148E-07, 0.1522777E-06)
(0.7283013E-07, 0.1558572E-06)  (0.6556241E-07, 0.1591021E-06)  (0.5815404E-07, 0.1620057E-06)
(0.5062103E-07, 0.1645620E-06)  (0.4297960E-07, 0.1667659E-06)  (0.3524621E-07, 0.1686129E-06)
(0.2743746E-07, 0.1700993E-06)  (0.1957010E-07, 0.1712224E-06)  (0.1166096E-07, 0.1719799E-06)
(0.3726963E-08, 0.1723706E-06)  (-0.4214972E-08, 0.1723940E-06)  (-0.1214793E-07, 0.1720503E-06)
(-0.2005503E-07, 0.1713405E-06)  (-0.2791949E-07, 0.1702666E-06)  (-0.3572465E-07, 0.1688309E-06)
(-0.4345398E-07, 0.1670370E-06)  (-0.5109117E-07, 0.1648889E-06)  (-0.5862010E-07, 0.1623914E-06)
(-0.6602494E-07, 0.1595502E-06)  (-0.7329012E-07, 0.1563715E-06)  (-0.8040041E-07, 0.1528624E-06)
(-0.8734092E-07, 0.1490304E-06)  (-0.9409717E-07, 0.1448841E-06)  (-0.1006551E-06, 0.1404324E-06)
(-0.1070009E-06, 0.1356849E-06)  (-0.1131216E-06, 0.1306518E-06)  (-0.1190045E-06, 0.1253441E-06)
(-0.1246373E-06, 0.1197730E-06)  (-0.1300086E-06, 0.1139506E-06)  (-0.1351071E-06, 0.1078891E-06)
(-0.1399226E-06, 0.1016016E-06)  (-0.1444451E-06, 0.9510141E-07)  (-0.1486655E-06, 0.8840227E-07)
(-0.1525751E-06, 0.8151837E-07)  (-0.1561661E-06, 0.7446425E-07)  (-0.1594313E-06, 0.6725476E-07)
(-0.1623641E-06, 0.5990509E-07)  (-0.1649588E-06, 0.5243064E-07)  (-0.1672102E-06, 0.4484710E-07)
(-0.1691139E-06, 0.3717031E-07)  (-0.1706662E-06, 0.2941631E-07)  (-0.1718644E-06, 0.2160126E-07)
(-0.1727061E-06, 0.1374142E-07)  (-0.1731900E-06, 0.5853109E-08)  (-0.1733153E-06, -0.2047308E-08)
(-0.1730822E-06, -0.9943485E-08)  (-0.1724914E-06, -0.1781911E-07)  (-0.1715444E-06, -0.2565793E-07)
(-0.1702436E-06, -0.3344382E-07)  (-0.1685918E-06, -0.4116077E-07)  (-0.1665929E-06, -0.4879295E-07)
(-0.1642512E-06, -0.5632473E-07)  (-0.1615719E-06, -0.6374072E-07)  (-0.1585608E-06, -0.7102580E-07)
(-0.1552242E-06, -0.7816512E-07)  (-0.1515695E-06, -0.8514418E-07)  (-0.1476042E-06, -0.9194883E-07)
(-0.1433369E-06, -0.9856529E-07)  (-0.1387765E-06, -0.1049802E-06)  (-0.1339326E-06, -0.1111807E-06)
(-0.1288153E-06, -0.1171542E-06)  (-0.1234354E-06, -0.1228888E-06)  (-0.1178039E-06, -0.1283730E-06)
(-0.1119327E-06, -0.1335959E-06)  (-0.1058338E-06, -0.1385471E-06)  (-0.9951990E-07, -0.1432168E-06)
(-0.9300395E-07, -0.1475957E-06)  (-0.8629937E-07, -0.1516752E-06)  (-0.7941991E-07, -0.1554474E-06)
(-0.7237967E-07, -0.1589049E-06)  (-0.6519303E-07, -0.1620409E-06)  (-0.5787464E-07, -0.1648495E-06)
(-0.5043940E-07, -0.1673252E-06)  (-0.4290242E-07, -0.1694634E-06)  (-0.3527899E-07, -0.1712601E-06)
(-0.2758452E-07, -0.1727119E-06)  (-0.1983456E-07, -0.1738162E-06)  (-0.1204475E-07, -0.1745712E-06)
(-0.4230757E-08, -0.1749757E-06)  (0.3591717E-08, -0.1750291E-06)  (0.1140699E-07, -0.1747317E-06)
(0.1919941E-07, -0.1740844E-06)  (0.2695341E-07, -0.1730889E-06)  (0.3465353E-07, -0.1717474E-06)
(0.4228445E-07, -0.1700629E-06)  (0.4983100E-07, -0.1680391E-06)  (0.5727822E-07, -0.1656804E-06)
(0.6461137E-07, -0.1629917E-06)  (0.7181597E-07, -0.1599788E-06)  (0.7887782E-07, -0.1566479E-06)
(0.8578303E-07, -0.1530060E-06)  (0.9251805E-07, -0.1490604E-06)  (0.9906968E-07, -0.1448195E-06)
(0.1054251E-06, -0.1402918E-06)  (0.1115720E-06, -0.1354865E-06)  (0.1174984E-06, -0.1304135E-06)
(0.1231927E-06, -0.1250829E-06)  (0.1286440E-06, -0.1195056E-06)  (0.1338418E-06, -0.1136927E-06)
(0.1387760E-06, -0.1076560E-06)  (0.1434372E-06, -0.1014076E-06)  (0.1478165E-06, -0.9495983E-07)
(0.1519056E-06, -0.8832563E-07)  (0.1556968E-06, -0.8151819E-07)  (0.1591828E-06, -0.7455101E-07)
(0.1623571E-06, -0.6743788E-07)  (0.1652139E-06, -0.6019286E-07)  (0.1677479E-06, -0.5283022E-07)
(0.1699544E-06, -0.4536445E-07)  (0.1718295E-06, -0.3781022E-07)  (0.1733697E-06, -0.3018233E-07)
(0.1745725E-06, -0.2249569E-07)  (0.1754359E-06, -0.1476531E-07)  (0.1759583E-06, -0.7006258E-08)
(0.1761393E-06, 0.7663893E-09)  (0.1759788E-06, 0.8537544E-08)  (0.1754774E-06, 0.1629215E-07)
(0.1746363E-06, 0.2401523E-07)  (0.1734577E-06, 0.3169187E-07)  (0.1719441E-06, 0.3930730E-07)
(0.1700987E-06, 0.4684687E-07)  (0.1679254E-06, 0.5429614E-07)  (0.1654287E-06, 0.6164084E-07)
(0.1626138E-06, 0.6886695E-07)  (0.1594863E-06, 0.7596069E-07)  (0.1560526E-06, 0.8290858E-07)
(0.1523196E-06, 0.8969744E-07)  (0.1482947E-06, 0.9631441E-07)  (0.1439860E-06, 0.1027470E-06)
(0.1394019E-06, 0.1089831E-06)  (0.1345514E-06, 0.1150109E-06)  (0.1294441E-06, 0.1208193E-06)
(0.1240901E-06, 0.1263973E-06)  (0.1184997E-06, 0.1317345E-06)  (0.1126837E-06, 0.1368210E-06)
(0.1066536E-06, 0.1416474E-06)  (0.1004210E-06, 0.1462048E-06)  (0.9399778E-07, 0.1504849E-06)
(0.8739647E-07, 0.1544797E-06)  (0.8062968E-07, 0.1581820E-06)  (0.7371040E-07, 0.1615852E-06)
(0.6665184E-07, 0.1646830E-06)  (0.5946748E-07, 0.1674700E-06)  (0.5217098E-07, 0.1699411E-06)
(0.4477622E-07, 0.1720922E-06)  (0.3729720E-07, 0.1739193E-06)  (0.2974807E-07, 0.1754196E-06)
(0.2214307E-07, 0.1765904E-06)  (0.1449655E-07, 0.1774299E-06)  (0.6822858E-08, 0.1779368E-06)
(-0.8635993E-09, 0.1781106E-06)  (-0.8548435E-08, 0.1779513E-06)  (-0.1621729E-07, 0.1774596E-06)
(-0.2385588E-07, 0.1766366E-06)  (-0.3144997E-07, 0.1754842E-06)  (-0.3898548E-07, 0.1740050E-06)
(-0.4644845E-07, 0.1722021E-06)  (-0.5382508E-07, 0.1700791E-06)  (-0.6110176E-07, 0.1676402E-06)
(-0.6826510E-07, 0.1648905E-06)  (-0.7530194E-07, 0.1618352E-06)  (-0.8219940E-07, 0.1584803E-06)
(-0.8894487E-07, 0.1548325E-06)  (-0.9552604E-07, 0.1508986E-06)  (-0.1019309E-06, 0.1466863E-06)
(-0.1081480E-06, 0.1422037E-06)  (-0.1141658E-06, 0.1374592E-06)  (-0.1199737E-06, 0.1324619E-06)
(-0.1255612E-06, 0.1272212E-06)  (-0.1309182E-06, 0.1217471E-06)  (-0.1360352E-06, 0.1160497E-06)
(-0.1409030E-06, 0.1101397E-06)  (-0.1455130E-06, 0.1040283E-06)  (-0.1498570E-06, 0.9772674E-07)
(-0.1539275E-06, 0.9124678E-07)  (-0.1577172E-06, 0.8460041E-07)  (-0.1612197E-06, 0.7779993E-07)
(-0.1644287E-06, 0.7085787E-07)  (-0.1673388E-06, 0.6378701E-07)  (-0.1699451E-06, 0.5660033E-07)
(-0.1722431E-06, 0.4931099E-07)  (-0.1742290E-06, 0.4193231E-07)  (-0.1758995E-06, 0.3447773E-07)
(-0.1772520E-06, 0.2696082E-07)  (-0.1782844E-06, 0.1939523E-07)  (-0.1789952E-06, 0.1179465E-07)
(-0.1793833E-06, 0.4172827E-08)  (-0.1794486E-06, -0.3456505E-08)  (-0.1791912E-06, -0.1107961E-07)
(-0.1786119E-06, -0.1868282E-07)  (-0.1777121E-06, -0.2625249E-07)  (-0.1764938E-06, -0.3377511E-07)
(-0.1749596E-06, -0.4123725E-07)  (-0.1731125E-06, -0.4862564E-07)  (-0.1709561E-06, -0.5592716E-07)
(-0.1684947E-06, -0.6312888E-07)  (-0.1657330E-06, -0.7021808E-07)  (-0.1626762E-06, -0.7718226E-07)
(-0.1593301E-06, -0.8400916E-07)  (-0.1557010E-06, -0.9068683E-07)  (-0.1517955E-06, -0.9720357E-07)
(-0.1476211E-06, -0.1035480E-06)  (-0.1431853E-06, -0.1097091E-06)  (-0.1384962E-06, -0.1156762E-06)
(-0.1335625E-06, -0.1214389E-06)  (-0.1283932E-06, -0.1269874E-06)  (-0.1229975E-06, -0.1323120E-06)
(-0.1173854E-06, -0.1374037E-06)  (-0.1115668E-06, -0.1422538E-06)  (-0.1055522E-06, -0.1468540E-06)
(-0.9935245E-07, -0.1511965E-06)  (-0.9297858E-07, -0.1552740E-06)  (-0.8644196E-07, -0.1590797E-06)
(-0.7975419E-07, -0.1626073E-06)  (-0.7292713E-07, -0.1658508E-06)  (-0.6597286E-07, -0.1688050E-06)
(-0.5890363E-07, -0.1714651E-06)  (-0.5173189E-07, -0.1738267E-06)  (-0.4447021E-07, -0.1758861E-06)
(-0.3713132E-07, -0.1776401E-06)  (-0.2972802E-07, -0.1790860E-06)  (-0.2227324E-07, -0.1802216E-06)
(-0.1477991E-07, -0.1810453E-06)  (-0.7261043E-08, -0.1815561E-06)  (0.2703529E-09, -0.1817535E-06)
(0.7801276E-08, -0.1816374E-06)  (0.1531875E-07, -0.1812085E-06)  (0.2280987E-07, -0.1804678E-06)
(0.3026179E-07, -0.1794170E-06)  (0.3766176E-07, -0.1780582E-06)  (0.4499715E-07, -0.1763942E-06)
(0.5225549E-07, -0.1744281E-06)  (0.5942445E-07, -0.1721638E-06)  (0.6649189E-07, -0.1696053E-06)
(0.7344587E-07, -0.1667574E-06)  (0.8027468E-07, -0.1636254E-06)  (0.8696683E-07, -0.1602148E-06)
(0.9351112E-07, -0.1565318E-06)  (0.9989661E-07, -0.1525830E-06)  (0.1061127E-06, -0.1483755E-06)
(0.1121489E-06, -0.1439165E-06)  (0.1179955E-06, -0.1392141E-06)  (0.1236425E-06, -0.1342764E-06)
(0.1290809E-06, -0.1291120E-06)  (0.1343017E-06, -0.1237300E-06)  (0.1392963E-06, -0.1181396E-06)
(0.1440566E-06, -0.1123505E-06)  (0.1485749E-06, -0.1063727E-06)  (0.1528440E-06, -0.1002165E-06)
(0.1568569E-06, -0.9389228E-07)  (0.1606073E-06, -0.8741095E-07)  (0.1640892E-06, -0.8078351E-07)
(0.1672971E-06, -0.7402120E-07)  (0.1702261E-06, -0.6713546E-07)  (0.1728715E-06, -0.6013791E-07)
(0.1752294E-06, -0.5304033E-07)  (0.1772961E-06, -0.4585464E-07)  (0.1790687E-06, -0.3859287E-07)
(0.1805445E-06, -0.3126714E-07)  (0.1817214E-06, -0.2388966E-07)  (0.1825980E-06, -0.1647270E-07)
(0.1831730E-06, -0.9028551E-08)  (0.1834460E-06, -0.1569516E-08)  (0.1834168E-06, 0.5892098E-08)
(0.1830860E-06, 0.1334401E-07)  (0.1824543E-06, 0.2077400E-07)  (0.1815233E-06, 0.2816989E-07)
(0.1802948E-06, 0.3551962E-07)  (0.1787713E-06, 0.4281120E-07)  (0.1769555E-06, 0.5003280E-07)
(0.1748508E-06, 0.5717271E-07)  (0.1724611E-06, 0.6421940E-07)  (0.1697905E-06, 0.7116151E-07)
(0.1668438E-06, 0.7798788E-07)  (0.1636261E-06, 0.8468758E-07)  (0.1601430E-06, 0.9124990E-07)
(0.1564005E-06, 0.9766437E-07)  (0.1524049E-06, 0.1039208E-06)  (0.1481630E-06, 0.1100093E-06)
(0.1436820E-06, 0.1159203E-06)  (0.1389694E-06, 0.1216445E-06)  (0.1340332E-06, 0.1271728E-06)
(0.1288815E-06, 0.1324967E-06)  (0.1235229E-06, 0.1376078E-06)  (0.1179662E-06, 0.1424983E-06)
(0.1122206E-06, 0.1471606E-06)  (0.1062956E-06, 0.1515876E-06)  (0.1002008E-06, 0.1557725E-06)
(0.9394616E-07, 0.1597089E-06)  (0.8754190E-07, 0.1633909E-06)  (0.8099838E-07, 0.1668129E-06)
(0.7432618E-07, 0.1699699E-06)  (0.6753605E-07, 0.1728573E-06)  (0.6063892E-07, 0.1754707E-06)
(0.5364583E-07, 0.1778064E-06)  (0.4656797E-07, 0.1798612E-06)  (0.3941662E-07, 0.1816321E-06)
(0.3220315E-07, 0.1831167E-06)  (0.2493900E-07, 0.1843131E-06)  (0.1763565E-07, 0.1852197E-06)
(0.1030462E-07, 0.1858356E-06)  (0.2957449E-08, 0.1861601E-06)  (-0.4394349E-08, 0.1861932E-06)
(-0.1173927E-07, 0.1859352E-06)  (-0.1906585E-07, 0.1853869E-06)  (-0.2636270E-07, 0.1845495E-06)
(-0.3361849E-07, 0.1834247E-06)  (-0.4082200E-07, 0.1820147E-06)  (-0.4796211E-07, 0.1803221E-06)
(-0.5502783E-07, 0.1783498E-06)  (-0.6200833E-07, 0.1761013E-06)  (-0.6889292E-07, 0.1735804E-06)
(-0.7567111E-07, 0.1707915E-06)  (-0.8233258E-07, 0.1677392E-06)  (-0.8886724E-07, 0.1644285E-06)
(-0.9526521E-07, 0.1608650E-06)  (-0.1015169E-06, 0.1570543E-06)  (-0.1076128E-06, 0.1530028E-06)
(-0.1135439E-06, 0.1487169E-06)  (-0.1193013E-06, 0.1442036E-06)  (-0.1248766E-06, 0.1394701E-06)
(-0.1302613E-06, 0.1345238E-06)  (-0.1354476E-06, 0.1293726E-06)  (-0.1404279E-06, 0.1240246E-06)
(-0.1451950E-06, 0.1184883E-06)  (-0.1497418E-06, 0.1127723E-06)  (-0.1540618E-06, 0.1068855E-06)
(-0.1581488E-06, 0.1008370E-06)  (-0.1619969E-06, 0.9463627E-07)  (-0.1656008E-06, 0.8829281E-07)
(-0.1689552E-06, 0.8181639E-07)  (-0.1720556E-06, 0.7521694E-07)  (-0.1748976E-06, 0.6850454E-07)
(-0.1774773E-06, 0.6168943E-07)  (-0.1797913E-06, 0.5478195E-07)  (-0.1818365E-06, 0.4779257E-07)
(-0.1836102E-06, 0.4073184E-07)  (-0.1851101E-06, 0.3361038E-07)  (-0.1863344E-06, 0.2643890E-07)
(-0.1872818E-06, 0.1922812E-07)  (-0.1879511E-06, 0.1198881E-07)  (-0.1883418E-06, 0.4731730E-08)
(-0.1884538E-06, -0.2532345E-08)  (-0.1882873E-06, -0.9792671E-08)  (-0.1878429E-06, -0.1703854E-07)
(-0.1871217E-06, -0.2425929E-07)  (-0.1861252E-06, -0.3144434E-07)  (-0.1848552E-06, -0.3858319E-07)
(-0.1833140E-06, -0.4566542E-07)  (-0.1815042E-06, -0.5268075E-07)  (-0.1794290E-06, -0.5961902E-07)
(-0.1770917E-06, -0.6647020E-07)  (-0.1744962E-06, -0.7322444E-07)  (-0.1716466E-06, -0.7987205E-07)
(-0.1685473E-06, -0.8640351E-07)  (-0.1652034E-06, -0.9280952E-07)  (-0.1616200E-06, -0.9908099E-07)
(-0.1578027E-06, -0.1052090E-06)  (-0.1537573E-06, -0.1111850E-06)  (-0.1494900E-06, -0.1170005E-06)
(-0.1450073E-06, -0.1226475E-06)  (-0.1403160E-06, -0.1281179E-06)  (-0.1354232E-06, -0.1334044E-06)
(-0.1303361E-06, -0.1384994E-06)  (-0.1250623E-06, -0.1433962E-06)  (-0.1196097E-06, -0.1480878E-06)
(-0.1139864E-06, -0.1525680E-06)  (-0.1082005E-06, -0.1568308E-06)  (-0.1022607E-06, -0.1608703E-06)
(-0.9617551E-07, -0.1646811E-06)  (-0.8995388E-07, -0.1682583E-06)  (-0.8360482E-07, -0.1715971E-06)
(-0.7713750E-07, -0.1746932E-06)  (-0.7056124E-07, -0.1775426E-06)  (-0.6388549E-07, -0.1801415E-06)
(-0.5711979E-07, -0.1824869E-06)  (-0.5027381E-07, -0.1845757E-06)  (-0.4335728E-07, -0.1864055E-06)
(-0.3638000E-07, -0.1879741E-06)  (-0.2935182E-07, -0.1892796E-06)  (-0.2228266E-07, -0.1903208E-06)
(-0.1518242E-07, -0.1910966E-06)  (-0.8061049E-08, -0.1916062E-06)  (-0.9284786E-09, -0.1918495E-06)
(0.6205373E-08, -0.1918265E-06)  (0.1333062E-07, -0.1915377E-06)  (0.2043742E-07, -0.1909839E-06)
(0.2751597E-07, -0.1901662E-06)  (0.3455658E-07, -0.1890863E-06)  (0.4154960E-07, -0.1877461E-06)
(0.4848549E-07, -0.1861478E-06)  (0.5535484E-07, -0.1842940E-06)  (0.6214834E-07, -0.1821877E-06)
(0.6885681E-07, -0.1798322E-06)  (0.7547124E-07, -0.1772311E-06)  (0.8198276E-07, -0.1743884E-06)
(0.8838268E-07, -0.1713082E-06)  (0.9466248E-07, -0.1679953E-06)  (0.1008138E-06, -0.1644544E-06)
(0.1068286E-06, -0.1606908E-06)  (0.1126990E-06, -0.1567099E-06)  (0.1184172E-06, -0.1525175E-06)
(0.1239758E-06, -0.1481195E-06)  (0.1293675E-06, -0.1435222E-06)  (0.1345855E-06, -0.1387321E-06)
(0.1396230E-06, -0.1337559E-06)  (0.1444736E-06, -0.1286008E-06)  (0.1491310E-06, -0.1232737E-06)
(0.1535895E-06, -0.1177821E-06)  (0.1578434E-06, -0.1121337E-06)  (0.1618874E-06, -0.1063362E-06)
(0.1657165E-06, -0.1003975E-06)  (0.1693260E-06, -0.9432580E-07)  (0.1727114E-06, -0.8812929E-07)
(0.1758688E-06, -0.8181640E-07)  (0.1787943E-06, -0.7539564E-07)  (0.1814844E-06, -0.6887565E-07)
(0.1839361E-06, -0.6226518E-07)  (0.1861466E-06, -0.5557304E-07)  (0.1881133E-06, -0.4880814E-07)
(0.1898341E-06, -0.4197945E-07)  (0.1913072E-06, -0.3509599E-07)  (0.1925311E-06, -0.2816683E-07)
(0.1935047E-06, -0.2120104E-07)  (0.1942271E-06, -0.1420775E-07)  (0.1946978E-06, -0.7196050E-08)
(0.1949167E-06, -0.1750513E-09)  (0.1948840E-06, 0.6846166E-08)  (0.1946000E-06, 0.1385855E-07)
(0.1940657E-06, 0.2085310E-07)  (0.1932822E-06, 0.2782086E-07)  (0.1922508E-06, 0.3475295E-07)
(0.1909735E-06, 0.4164056E-07)  (0.1894521E-06, 0.4847496E-07)  (0.1876892E-06, 0.5524755E-07)
(0.1856874E-06, 0.6194980E-07)  (0.1834497E-06, 0.6857334E-07)  (0.1809793E-06, 0.7510991E-07)
(0.1782798E-06, 0.8155138E-07)  (0.1753550E-06, 0.8788979E-07)  (0.1722091E-06, 0.9411733E-07)
(0.1688463E-06, 0.1002264E-06)  (0.1652713E-06, 0.1062094E-06)  (0.1614890E-06, 0.1120593E-06)
(0.1575045E-06, 0.1177688E-06)  (0.1533231E-06, 0.1233311E-06)  (0.1489505E-06, 0.1287395E-06)
(0.1443924E-06, 0.1339876E-06)  (0.1396548E-06, 0.1390692E-06)  (0.1347440E-06, 0.1439783E-06)
(0.1296663E-06, 0.1487090E-06)  (0.1244284E-06, 0.1532560E-06)  (0.1190370E-06, 0.1576139E-06)
(0.1134990E-06, 0.1617777E-06)  (0.1078215E-06, 0.1657427E-06)  (0.1020118E-06, 0.1695043E-06)
(0.9607716E-07, 0.1730585E-06)  (0.9002513E-07, 0.1764011E-06)  (0.8386330E-07, 0.1795286E-06)
(0.7759939E-07, 0.1824375E-06)  (0.7124119E-07, 0.1851247E-06)  (0.6479660E-07, 0.1875874E-06)
(0.5827360E-07, 0.1898231E-06)  (0.5168020E-07, 0.1918295E-06)  (0.4502449E-07, 0.1936045E-06)
(0.3831461E-07, 0.1951466E-06)  (0.3155872E-07, 0.1964543E-06)  (0.2476501E-07, 0.1975265E-06)
(0.1794167E-07, 0.1983624E-06)  (0.1109693E-07, 0.1989614E-06)  (0.4238959E-08, 0.1993234E-06)
(-0.2624042E-08, 0.1994482E-06)  (-0.9483921E-08, 0.1993364E-06)  (-0.1633256E-07, 0.1989884E-06)
(-0.2316188E-07, 0.1984051E-06)  (-0.2996386E-07, 0.1975877E-06)  (-0.3673055E-07, 0.1965377E-06)
(-0.4345407E-07, 0.1952566E-06)  (-0.5012661E-07, 0.1937466E-06)  (-0.5674048E-07, 0.1920098E-06)
(-0.6328805E-07, 0.1900487E-06)  (-0.6976184E-07, 0.1878660E-06)  (-0.7615446E-07, 0.1854648E-06)
(-0.8245865E-07, 0.1828482E-06)  (-0.8866729E-07, 0.1800198E-06)  (-0.9477339E-07, 0.1769832E-06)
(-0.1007701E-06, 0.1737424E-06)  (-0.1066508E-06, 0.1703015E-06)  (-0.1124089E-06, 0.1666649E-06)
(-0.1180381E-06, 0.1628372E-06)  (-0.1235322E-06, 0.1588231E-06)  (-0.1288852E-06, 0.1546276E-06)
(-0.1340913E-06, 0.1502559E-06)  (-0.1391449E-06, 0.1457133E-06)  (-0.1440405E-06, 0.1410053E-06)
